customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00142,Jeremy Cohen,Dubai,9/17/2025,Referral,Regular
CUST_00143,Duane Martinez,Sharjah,6/23/2025,Call Center,Premium
CUST_00144,Justin Smith,Sharjah,8/27/2025,App,Regular
CUST_00145,Francisco Black,Sharjah,12/8/2025,Call Center,Regular
CUST_00146,Christopher Kim,Dubai,2/4/2025,App,Premium
CUST_00147,Rita Rowe,Ajman,9/23/2025,App,Regular
CUST_00148,Mr. Mark Allen MD,Dubai,5/6/2025,App,Regular
CUST_00149,Jerry Vazquez,Dubai,1/10/2025,Call Center,Premium
CUST_00150,Erik Luna,Dubai,2/27/2025,App,Premium
CUST_00151,Jennifer Jacobs,Dubai,7/28/2025,App,Regular
CUST_00152,Benjamin Thomas,Ajman,3/15/2025,Referral,Regular
CUST_00153,Gregory Wright,Sharjah,11/26/2025,Web,Regular
CUST_00154,Lisa Clark,Sharjah,1/18/2025,App,Premium
CUST_00155,Shaun Obrien,Abu Dhabi,12/13/2025,Call Center,Regular
CUST_00156,Annette Williams,Sharjah,11/29/2025,Call Center,Regular
CUST_00157,Kara Gutierrez,Abu Dhabi,4/28/2025,App,Regular
CUST_00158,Brenda Shaw,Dubai,5/13/2025,Web,Regular
CUST_00159,Joshua Harrell,Sharjah,2/4/2025,Call Center,Regular
CUST_00160,Charles Carlson,Ajman,5/1/2025,Referral,Regular
CUST_00161,Christine Taylor,Sharjah,8/19/2025,Call Center,Premium
CUST_00162,Robert Crosby,Sharjah,11/20/2025,Call Center,Premium
CUST_00163,Jason Fernandez,Dubai,5/11/2025,Referral,Regular
CUST_00164,James Scott,Abu Dhabi,7/21/2025,Web,Regular
CUST_00165,Sarah Daniels,Dubai,8/24/2025,Call Center,Regular
CUST_00166,Lucas Huff,Abu Dhabi,8/15/2025,App,Regular
CUST_00167,Ashley Rodriguez,Dubai,9/2/2025,Referral,Regular
CUST_00168,Joseph Mcdonald,Sharjah,1/15/2025,Referral,Regular
CUST_00169,Christopher Jones,Abu Dhabi,12/26/2025,App,Regular
CUST_00170,Chelsea Conley,Abu Dhabi,9/1/2025,Call Center,Regular
CUST_00171,Jessica Hopkins,Dubai,3/26/2025,Call Center,Regular
CUST_00172,Steve Rasmussen,Sharjah,7/18/2025,Call Center,Premium
CUST_00173,Tracey Figueroa,Dubai,8/28/2025,Web,Regular
CUST_00174,Kristin Bailey,Dubai,11/3/2025,Web,Regular
CUST_00175,Sharon Myers,Sharjah,8/15/2025,Call Center,VIP
CUST_00176,Steven Richard,Sharjah,8/5/2025,Web,Regular
CUST_00177,Kristin Elliott,Dubai,1/6/2025,Web,Regular
CUST_00178,Mr. Steve Williams,Ras Al Khaimah,3/26/2025,Call Center,Regular
CUST_00179,Erin Sullivan,Dubai,4/27/2025,App,Premium
CUST_00180,Brian Peters,Abu Dhabi,5/8/2025,Referral,Regular
CUST_00181,Ashley Hoffman,Dubai,12/8/2025,Call Center,VIP
CUST_00182,Amanda Flores,Abu Dhabi,12/1/2025,Referral,Regular
CUST_00183,Vanessa Carroll,Abu Dhabi,1/17/2025,App,Regular
CUST_00184,Rodney Snow,Sharjah,8/1/2025,App,VIP
CUST_00185,Keith Johnson,Dubai,6/4/2025,Web,Premium
CUST_00186,Stephanie Baker,Dubai,5/22/2025,Call Center,Premium
CUST_00187,Jacqueline Maldonado,Ras Al Khaimah,7/31/2025,App,Regular
CUST_00188,Barbara Kim,Sharjah,9/19/2025,Web,Regular
CUST_00189,Mark Martinez,Dubai,9/3/2025,Web,Regular
CUST_00190,Danielle Nelson,Dubai,6/8/2025,Referral,Regular
CUST_00191,Tracy Campbell,Abu Dhabi,12/18/2025,Web,Regular
CUST_00192,Parker Curry,Dubai,5/16/2025,App,Regular
CUST_00193,Todd Garner,Ajman,2/17/2025,Web,Regular
CUST_00194,Tracy Frazier,Abu Dhabi,2/6/2025,Web,VIP
CUST_00195,Olivia Bell,Sharjah,11/28/2025,App,Regular
CUST_00196,Michael Robles,Dubai,3/18/2025,Call Center,Regular
CUST_00197,Wendy Medina,Abu Dhabi,8/1/2025,Referral,VIP
CUST_00198,Samantha Wu,Abu Dhabi,4/26/2025,Referral,Regular
CUST_00199,Kenneth Beck,Dubai,5/27/2025,Call Center,Regular
CUST_00200,Jacqueline Norton,Dubai,9/8/2025,App,VIP
CUST_00201,Toni Leonard,Sharjah,8/19/2025,App,Premium
CUST_00202,Jeremy Walton,Dubai,4/13/2025,Referral,VIP
CUST_00203,Veronica Miller,Dubai,3/10/2025,Referral,Regular
CUST_00204,Sarah Powell,Abu Dhabi,11/18/2025,Referral,Regular
CUST_00205,Clifford Lopez,Dubai,1/25/2025,App,Premium
CUST_00206,Joel Salas,Dubai,1/13/2025,Referral,Regular
CUST_00207,Ernest Smith,Ajman,3/28/2025,App,Regular
CUST_00208,Jacqueline Gill,Dubai,7/22/2025,App,VIP
CUST_00209,Dawn Carpenter,Abu Dhabi,4/15/2025,App,Regular
CUST_00210,Cindy Mitchell,Abu Dhabi,6/6/2025,App,Regular
CUST_00211,Nathaniel Hamilton,Dubai,4/23/2025,Referral,Premium
CUST_00212,Laura Cox,Dubai,3/28/2025,Web,VIP
CUST_00213,Mary Hall,Abu Dhabi,1/11/2025,Referral,Regular
CUST_00214,Angela Huffman,Ras Al Khaimah,2/26/2025,Web,Premium
CUST_00215,Cindy Davis,Dubai,12/27/2025,Referral,Regular
CUST_00216,Connie Goodwin,Ras Al Khaimah,11/6/2025,Referral,VIP
CUST_00217,Jennifer Hall,Abu Dhabi,10/17/2025,Referral,VIP
CUST_00218,John Clark,Dubai,1/7/2025,Call Center,Regular
CUST_00219,Barbara Herrera,Abu Dhabi,5/7/2025,Web,Regular
CUST_00220,Sean Beasley,Dubai,9/28/2025,Web,Premium
CUST_00221,Taylor Leonard,Dubai,6/5/2025,Call Center,VIP
CUST_00222,Rose Koch,Abu Dhabi,1/2/2026,Call Center,Premium
CUST_00223,Donna Mathews,Sharjah,3/13/2025,Referral,Premium
CUST_00224,Kelly Pitts,Abu Dhabi,5/1/2025,Call Center,Regular
CUST_00225,Kelly Turner,Sharjah,6/24/2025,Referral,VIP
CUST_00226,Jonathan Mitchell,Ajman,1/11/2025,Web,Regular
CUST_00227,Mark Robinson,Dubai,6/7/2025,App,Regular
CUST_00228,Wesley Oconnor,Abu Dhabi,6/22/2025,Referral,VIP
CUST_00229,Tony Campos,Sharjah,2/4/2025,Web,Regular
CUST_00230,Diane Archer,Dubai,4/21/2025,Call Center,Premium
CUST_00231,Scott Moss,Ajman,5/23/2025,App,Regular
CUST_00232,Nathaniel Bates,Abu Dhabi,10/22/2025,Referral,Premium
CUST_00233,Sara Le,Ras Al Khaimah,11/26/2025,Referral,Premium
CUST_00234,Don Simon,Dubai,2/18/2025,Referral,Regular
CUST_00235,Virginia Austin,Ajman,1/23/2025,Referral,VIP
CUST_00236,Jennifer Combs,Abu Dhabi,4/29/2025,App,Regular
CUST_00237,Betty Owens,Dubai,1/18/2025,Call Center,VIP
CUST_00238,John Cox,Sharjah,5/26/2025,App,Premium
CUST_00239,Tammy Jones,Sharjah,11/13/2025,Referral,Regular
CUST_00240,Sean Avery,Dubai,12/20/2025,App,Regular
CUST_00241,Mary Campbell,Dubai,7/4/2025,Call Center,Regular
CUST_00242,Jonathan Christian,Dubai,6/7/2025,Web,Regular
CUST_00243,Daniel Murphy,Dubai,6/22/2025,Web,Regular
CUST_00244,Robert Clark,Abu Dhabi,9/7/2025,Referral,Regular
CUST_00245,John Jones,Abu Dhabi,1/27/2025,App,Premium
CUST_00246,Stephanie Gutierrez,Abu Dhabi,8/9/2025,Web,Regular
CUST_00247,Christian Best,Ajman,3/9/2025,Call Center,Regular
CUST_00248,Edward Reynolds,Abu Dhabi,8/28/2025,Referral,Premium
CUST_00249,Jacob Smith,Dubai,6/21/2025,Referral,Regular
CUST_00250,Albert Jackson,Dubai,7/4/2025,Call Center,VIP
CUST_00251,Danielle Oneal,Dubai,1/31/2025,Referral,Regular
CUST_00252,Courtney Scott,Abu Dhabi,1/17/2025,App,VIP
CUST_00253,Maria Miller,Sharjah,8/10/2025,Web,Regular
CUST_00254,Sandra Robbins DDS,Dubai,2/12/2025,Web,Regular
CUST_00255,Thomas Nichols,Sharjah,1/31/2025,Web,Regular
CUST_00256,Laura Smith,Ajman,2/7/2025,App,Regular
CUST_00257,Melissa Hull,Abu Dhabi,3/13/2025,Call Center,Premium
CUST_00258,Cameron Abbott,Dubai,8/5/2025,Call Center,Premium
CUST_00259,Marcus Gutierrez,Dubai,10/28/2025,Call Center,Regular
CUST_00260,Brandon Shepherd,Ajman,10/11/2025,Call Center,VIP
CUST_00261,Denise Barron,Ajman,8/5/2025,Call Center,Premium
CUST_00262,Michael Lawson,Abu Dhabi,11/26/2025,Web,Premium
CUST_00263,Jason Shaffer,Dubai,1/22/2025,Referral,VIP
CUST_00264,Eric Jacobs,Sharjah,6/30/2025,App,Premium
CUST_00265,Michael Vega,Dubai,4/4/2025,App,Regular
CUST_00266,Veronica Tapia,Sharjah,1/24/2025,Call Center,Regular
CUST_00267,Dennis Lucero,Sharjah,6/27/2025,App,Regular
CUST_00268,Robert Miller,Abu Dhabi,2/20/2025,Call Center,VIP
CUST_00269,Russell Lee,Dubai,12/2/2025,Referral,VIP
CUST_00270,Rachel Blankenship,Dubai,6/8/2025,App,Regular
CUST_00271,Laura Myers,Ajman,8/1/2025,Referral,Regular
CUST_00272,Alicia Carpenter,Dubai,4/3/2025,Web,Regular
CUST_00273,Matthew Herring,Dubai,1/12/2025,Referral,Regular
CUST_00274,Brent Bolton,Sharjah,6/5/2025,App,Premium
CUST_00275,Joel Howard,Abu Dhabi,8/13/2025,App,Regular
CUST_00276,Cristian Torres,Dubai,5/21/2025,Web,Premium
CUST_00277,Jessica Hernandez,Dubai,1/17/2025,Call Center,Regular
CUST_00278,Gloria Compton,Ras Al Khaimah,7/4/2025,App,Regular
CUST_00279,Lori Ford,Dubai,11/2/2025,Referral,Regular
CUST_00280,Diane Rodriguez,Dubai,2/10/2025,App,Regular
CUST_00281,Nicholas Case,Dubai,10/31/2025,Web,Regular
CUST_00282,Kristopher Bradley,Sharjah,9/19/2025,Web,Premium
CUST_00283,Cheyenne Krause,Dubai,10/20/2025,App,Regular
CUST_00284,Derek Ortiz,Ras Al Khaimah,10/29/2025,Call Center,Premium
CUST_00285,Juan Stone,Dubai,12/21/2025,Web,Regular
CUST_00286,Christopher Allen,Sharjah,9/4/2025,Call Center,Regular
CUST_00287,Timothy Tran,Dubai,10/31/2025,Referral,Regular
CUST_00288,Laura Nguyen,Sharjah,5/5/2025,Referral,Premium
CUST_00289,Denise Larson,Abu Dhabi,11/9/2025,Referral,Regular
CUST_00290,George Melendez,Ajman,12/12/2025,Call Center,Regular
CUST_00291,James Sherman,Ras Al Khaimah,12/3/2025,Referral,Premium
CUST_00292,Antonio Franklin,Abu Dhabi,11/9/2025,Referral,Premium
CUST_00293,Deborah Juarez,Abu Dhabi,11/23/2025,Call Center,Regular
CUST_00294,Tracy Powell,Dubai,8/16/2025,Call Center,Regular
CUST_00295,Dale Gomez,Abu Dhabi,8/6/2025,Referral,Regular
CUST_00296,Cynthia Graham DDS,Abu Dhabi,1/9/2025,App,Premium
CUST_00297,Jenny White,Sharjah,3/27/2025,Web,Regular
CUST_00298,Amanda Abbott,Ajman,6/6/2025,Call Center,Premium
CUST_00299,Matthew Lynch,Dubai,11/16/2025,Call Center,Regular
CUST_00300,Holly Johnson,Sharjah,6/26/2025,Web,Regular
CUST_00301,Rebecca Peck,Abu Dhabi,11/18/2025,App,Regular
CUST_00302,Kim Lopez,Dubai,6/27/2025,Web,Regular
CUST_00303,Kenneth Lee,Abu Dhabi,3/22/2025,Call Center,Regular
CUST_00304,Stephen Lee,Abu Dhabi,1/28/2025,Referral,Premium
CUST_00305,Joel Robinson,Sharjah,8/9/2025,Call Center,Regular
CUST_00306,Kimberly Ward,Abu Dhabi,9/17/2025,Web,Regular
CUST_00307,Nathan Moreno,Dubai,11/9/2025,Call Center,Premium
CUST_00308,Cynthia Hooper,Dubai,8/14/2025,Web,Premium
CUST_00309,Tammy Kerr,Sharjah,2/19/2025,App,Regular
CUST_00310,Cynthia Ward,Sharjah,1/13/2025,Call Center,Regular
CUST_00311,Christopher Mays,Dubai,7/29/2025,Call Center,Regular
CUST_00312,Joshua Lee,Dubai,10/22/2025,Referral,Regular
CUST_00313,Lawrence Garcia,Sharjah,12/19/2025,App,Premium
CUST_00314,Michelle Winters,Dubai,6/3/2025,Referral,Regular
CUST_00315,Lisa Jones,Dubai,7/21/2025,App,Premium
CUST_00316,John Davies,Dubai,2/21/2025,App,Regular
CUST_00317,Dustin Davis,Dubai,1/30/2025,Referral,Regular
CUST_00318,Roger Palmer,Abu Dhabi,8/17/2025,Web,Premium
CUST_00319,James Robertson,Dubai,5/28/2025,App,Regular
CUST_00320,Stephen Young,Sharjah,4/29/2025,Call Center,Regular
CUST_00321,Jennifer Gonzalez,Dubai,3/3/2025,App,Regular
CUST_00322,Kenneth Mitchell,Dubai,9/17/2025,Web,Premium
CUST_00323,Kathleen Morales,Dubai,11/3/2025,App,Regular
CUST_00324,Nicole Gibson,Abu Dhabi,10/29/2025,Referral,Regular
CUST_00325,Kristin Lee,Dubai,3/23/2025,Call Center,Regular
CUST_00326,Kelly Romero,Ajman,12/13/2025,Referral,Regular
CUST_00327,Brian George,Ajman,7/27/2025,Referral,Regular
CUST_00328,Crystal Green,Sharjah,6/4/2025,Call Center,Regular
CUST_00329,Betty Nelson,Dubai,7/21/2025,Web,Premium
CUST_00330,Amy Bernard,Abu Dhabi,1/15/2025,Call Center,Regular
CUST_00331,Sean Morgan,Sharjah,9/1/2025,Referral,Regular
CUST_00332,Sonya Harrison,Abu Dhabi,6/15/2025,Call Center,Premium
CUST_00333,Cassandra Wolfe,Dubai,10/9/2025,App,Regular
CUST_00334,Mark Gonzales,Dubai,4/17/2025,Web,VIP
CUST_00335,Jordan Miller,Dubai,2/7/2025,Web,Regular
CUST_00336,Sandra Banks,Dubai,9/24/2025,Web,Regular
CUST_00337,Krista Lopez,Sharjah,2/2/2025,App,Regular
CUST_00338,Steven Townsend,Sharjah,4/26/2025,Referral,Premium
CUST_00339,Alison Phillips,Sharjah,5/19/2025,Call Center,Premium
CUST_00340,Steven Wells,Abu Dhabi,10/18/2025,Referral,Regular
CUST_00341,Justin Johnson,Abu Dhabi,8/1/2025,Call Center,Regular
CUST_00342,Andrew Ortiz,Dubai,11/27/2025,Call Center,Regular
CUST_00343,Dr. Dylan Green III,Dubai,6/29/2025,Call Center,Regular
CUST_00344,Bradley Sanford,Ajman,11/18/2025,Referral,Regular
CUST_00345,Levi Olson,Abu Dhabi,12/13/2025,Referral,VIP
CUST_00346,Alexa Chandler,Abu Dhabi,9/29/2025,Call Center,Regular
CUST_00347,Alexis Ingram,Abu Dhabi,12/3/2025,Referral,Regular
CUST_00348,Gary Zimmerman,Ajman,7/12/2025,App,Regular
CUST_00349,Tamara Rollins,Dubai,8/30/2025,Referral,VIP
CUST_00350,David Murphy,Abu Dhabi,2/25/2025,Web,Regular
CUST_00351,Scott Moore,Ajman,6/19/2025,Referral,Premium
CUST_00352,Andrew Holt,Sharjah,12/8/2025,Call Center,Regular
CUST_00353,Jordan Bauer,Dubai,1/21/2025,Referral,Regular
CUST_00354,Michelle Schroeder,Sharjah,2/1/2025,Web,Regular
CUST_00355,Michael Sanford,Abu Dhabi,10/23/2025,Call Center,Regular
CUST_00356,Deborah Peterson,Sharjah,1/29/2025,Referral,Regular
CUST_00357,Sara Cameron,Sharjah,11/21/2025,Call Center,Regular
CUST_00358,Kevin Wu,Abu Dhabi,7/19/2025,Web,Regular
CUST_00359,Kyle Maldonado,Sharjah,1/18/2025,App,Regular
CUST_00360,Melissa Cain,Abu Dhabi,7/2/2025,App,Regular
CUST_00361,Kelly Jackson,Dubai,9/16/2025,Call Center,VIP
CUST_00362,Glenn Dalton,Abu Dhabi,9/10/2025,Web,Regular
CUST_00363,Maria Phillips,Dubai,11/13/2025,App,Regular
CUST_00364,Kathleen Lutz,Ajman,2/21/2025,Web,Regular
CUST_00365,Samantha May,Dubai,10/3/2025,Web,Premium
CUST_00366,Eric Bowen,Dubai,7/1/2025,Web,VIP
CUST_00367,Christian Roach,Abu Dhabi,5/19/2025,Web,Regular
CUST_00368,Kevin Roach,Dubai,5/8/2025,Web,Regular
CUST_00369,James Hudson,Ajman,5/23/2025,Referral,Premium
CUST_00370,Michele Owen,Sharjah,4/21/2025,Referral,VIP
CUST_00371,Amanda Pineda,Sharjah,2/28/2025,Web,Premium
CUST_00372,Leah Sanders,Dubai,5/2/2025,Call Center,Regular
CUST_00373,Maria Wilkerson,Dubai,4/14/2025,App,Regular
CUST_00374,Brian Gay,Sharjah,8/17/2025,Referral,VIP
CUST_00375,Joseph Weeks,Dubai,5/25/2025,App,VIP
CUST_00376,Yolanda Rodriguez,Dubai,5/18/2025,Call Center,VIP
CUST_00377,Charles Clark,Abu Dhabi,6/15/2025,Call Center,Regular
CUST_00378,Ariana Crane,Ras Al Khaimah,6/26/2025,Web,Regular
CUST_00379,Janice Williams,Ajman,2/5/2025,Call Center,Premium
CUST_00380,Rachel Ballard,Dubai,8/10/2025,Referral,Regular
CUST_00381,Michael Bennett,Dubai,1/7/2025,Referral,Regular
CUST_00382,Alexander Hunter,Dubai,11/24/2025,App,Regular
